1334665541762,38.18,34159367ea8a29e7
1334665541762,38.24,34159367ea8a29e7
1334665543860,37.71,34159367ea8a29e7
1334665543860,37.77,34159367ea8a29e7
1334665543860,37.83,34159367ea8a29e7
1334665545956,38.16,34159367ea8a29e7
1334665545956,38.21,34159367ea8a29e7
1334665548053,38.60,34159367ea8a29e7
1334665548053,38.66,34159367ea8a29e7
1334665550150,39.05,34159367ea8a29e7
1334665550150,39.10,34159367ea8a29e7
1334665552247,39.49,34159367ea8a29e7
1334665552247,39.55,34159367ea8a29e7
1334665554345,39.93,34159367ea8a29e7
1334665554346,39.99,34159367ea8a29e7
1334665556442,40.38,34159367ea8a29e7
1334665556442,40.43,34159367ea8a29e7
1334665558539,40.82,34159367ea8a29e7
1334665558539,40.88,34159367ea8a29e7
1334665560636,41.26,34159367ea8a29e7
1334665560636,41.32,34159367ea8a29e7
1334665562733,41.71,34159367ea8a29e7
1334665562733,41.76,34159367ea8a29e7
1334665564831,42.15,34159367ea8a29e7
1334665564831,42.20,34159367ea8a29e7
1334665564834,43.56,34159367ea8a29e7
1334665566927,42.59,34159367ea8a29e7
1334665566927,42.65,34159367ea8a29e7
1334665569025,43.04,34159367ea8a29e7
1334665569025,43.09,34159367ea8a29e7
1334665571122,43.51,34159367ea8a29e7
1334665571123,43.57,34159367ea8a29e7
1334665573219,43.92,34159367ea8a29e7
1334665573219,43.98,34159367ea8a29e7
1334665575315,44.37,34159367ea8a29e7
1334665575316,44.42,34159367ea8a29e7
1334665577414,44.81,34159367ea8a29e7
1334665577414,44.86,34159367ea8a29e7
1334665579511,45.25,34159367ea8a29e7
1334665579511,45.31,34159367ea8a29e7
1334665581607,45.68,34159367ea8a29e7
1334665581607,45.73,34159367ea8a29e7
1334665583704,46.10,34159367ea8a29e7
1334665583704,46.16,34159367ea8a29e7
1334665585801,46.58,34159367ea8a29e7
1334665585801,46.64,34159367ea8a29e7
1334665587898,47.03,34159367ea8a29e7
1334665587898,47.08,34159367ea8a29e7
1334665587898,47.14,34159367ea8a29e7
1334665589995,47.47,34159367ea8a29e7
1334665589995,47.53,34159367ea8a29e7
1334665592092,47.91,34159367ea8a29e7
1334665592092,47.97,34159367ea8a29e7
1334665594190,48.36,34159367ea8a29e7
1334665594190,48.41,34159367ea8a29e7
1334665596287,48.80,34159367ea8a29e7
1334665596287,48.86,34159367ea8a29e7
1334665598384,49.24,34159367ea8a29e7
1334665598384,49.30,34159367ea8a29e7
1334665600481,49.69,34159367ea8a29e7
1334665600481,49.74,34159367ea8a29e7
1334665602578,50.13,34159367ea8a29e7
1334665602578,50.19,34159367ea8a29e7
1334665604675,50.57,34159367ea8a29e7
1334665604675,50.63,34159367ea8a29e7
1334665606773,51.02,34159367ea8a29e7
1334665606773,51.07,34159367ea8a29e7
1334665608870,51.46,34159367ea8a29e7
1334665608870,51.52,34159367ea8a29e7
1334665608870,51.57,34159367ea8a29e7
1334665610967,51.90,34159367ea8a29e7
1334665610967,51.96,34159367ea8a29e7
1334665613064,52.35,34159367ea8a29e7
1334665613064,52.40,34159367ea8a29e7
1334665615161,52.79,34159367ea8a29e7
1334665615161,52.85,34159367ea8a29e7
1334665617259,53.23,34159367ea8a29e7
1334665617259,53.29,34159367ea8a29e7
1334665619356,53.68,34159367ea8a29e7
1334665619356,53.73,34159367ea8a29e7
1334665621453,54.12,34159367ea8a29e7
1334665621453,54.18,34159367ea8a29e7
1334665623550,54.56,34159367ea8a29e7
1334665623550,54.62,34159367ea8a29e7
1334665625646,55.01,34159367ea8a29e7
1334665625646,55.06,34159367ea8a29e7
1334665627743,55.45,34159367ea8a29e7
1334665627743,55.51,34159367ea8a29e7
1334665629840,55.90,34159367ea8a29e7
1334665629840,55.93,34159367ea8a29e7
1334665629841,55.99,34159367ea8a29e7
1334665631937,56.34,34159367ea8a29e7
1334665631937,56.40,34159367ea8a29e7
1334665634035,56.78,34159367ea8a29e7
1334665634035,56.85,34159367ea8a29e7
1334665636132,57.22,34159367ea8a29e7
1334665636133,57.27,34159367ea8a29e7
1334665638229,57.70,34159367ea8a29e7
1334665638229,57.76,34159367ea8a29e7
1334665640326,58.11,34159367ea8a29e7
1334665640326,58.17,34159367ea8a29e7
1334665642423,58.56,34159367ea8a29e7
1334665642423,58.61,34159367ea8a29e7
