1334567154190,39.20,f940a2d31c81d8d4
1334567154190,39.21,f940a2d31c81d8d4
1334567155235,39.45,f940a2d31c81d8d4
1334567155757,39.58,f940a2d31c81d8d4
1334567156802,39.84,f940a2d31c81d8d4
1334567157847,40.09,f940a2d31c81d8d4
1334567158892,40.35,f940a2d31c81d8d4
1334567159937,40.61,f940a2d31c81d8d4
1334567160982,40.86,f940a2d31c81d8d4
1334567162026,41.12,f940a2d31c81d8d4
1334567163072,41.37,f940a2d31c81d8d4
1334567164116,41.63,f940a2d31c81d8d4
1334567165161,41.89,f940a2d31c81d8d4
1334567166206,42.14,f940a2d31c81d8d4
1334567166730,42.27,f940a2d31c81d8d4
1334567167774,42.53,f940a2d31c81d8d4
1334567168819,42.80,f940a2d31c81d8d4
1334567169864,43.04,f940a2d31c81d8d4
1334567170910,43.30,f940a2d31c81d8d4
1334567171955,43.55,f940a2d31c81d8d4
1334567172999,43.81,f940a2d31c81d8d4
