1334649557779,38.74,a5fae80b9c56405b
1334649557779,38.77,a5fae80b9c56405b
1334649557779,38.80,a5fae80b9c56405b
1334649558997,39.02,a5fae80b9c56405b
1334649558997,39.05,a5fae80b9c56405b
1334649560216,39.30,a5fae80b9c56405b
1334649561433,39.59,a5fae80b9c56405b
1334649562652,39.87,a5fae80b9c56405b
1334649563869,40.16,a5fae80b9c56405b
1334649564658,40.90,a5fae80b9c56405b
1334649623322,40.69,bcd1a6a7018f6d4b
1334649624489,40.97,bcd1a6a7018f6d4b
1334649624489,41.00,bcd1a6a7018f6d4b
1334649625657,41.24,bcd1a6a7018f6d4b
1334649626825,41.51,bcd1a6a7018f6d4b
1334649627993,41.79,bcd1a6a7018f6d4b
1334649629160,42.06,bcd1a6a7018f6d4b
1334649630328,42.34,bcd1a6a7018f6d4b
1334649631497,42.61,bcd1a6a7018f6d4b
1334649631497,42.64,bcd1a6a7018f6d4b
1334649632665,42.89,bcd1a6a7018f6d4b
1334649633833,43.16,bcd1a6a7018f6d4b
1334649635001,43.44,bcd1a6a7018f6d4b
1334649636175,43.71,bcd1a6a7018f6d4b
1334649637342,43.98,bcd1a6a7018f6d4b
1334649638510,44.25,bcd1a6a7018f6d4b
1334649638510,44.29,bcd1a6a7018f6d4b
1334649639679,44.53,bcd1a6a7018f6d4b
1334649640846,44.80,bcd1a6a7018f6d4b
1334649642010,45.08,bcd1a6a7018f6d4b
1334649643178,45.36,bcd1a6a7018f6d4b
1334649644347,45.63,bcd1a6a7018f6d4b
1334649645514,45.90,bcd1a6a7018f6d4b
1334649645515,45.93,bcd1a6a7018f6d4b
1334649646683,46.17,bcd1a6a7018f6d4b
1334649647850,46.46,bcd1a6a7018f6d4b
1334649649019,46.73,bcd1a6a7018f6d4b
1334649650188,47.00,bcd1a6a7018f6d4b
1334649651355,47.28,bcd1a6a7018f6d4b
1334649652522,47.55,bcd1a6a7018f6d4b
1334649652522,47.59,bcd1a6a7018f6d4b
1334649653691,47.83,bcd1a6a7018f6d4b
1334649654860,48.10,bcd1a6a7018f6d4b
1334649656028,48.38,bcd1a6a7018f6d4b
1334649657195,48.65,bcd1a6a7018f6d4b
1334649658364,48.93,bcd1a6a7018f6d4b
1334649659532,49.17,bcd1a6a7018f6d4b
1334649659532,49.20,bcd1a6a7018f6d4b
1334649660700,49.47,bcd1a6a7018f6d4b
1334649661868,49.74,bcd1a6a7018f6d4b
1334649663036,50.02,bcd1a6a7018f6d4b
1334649664204,50.30,bcd1a6a7018f6d4b
1334649665372,50.57,bcd1a6a7018f6d4b
1334649666541,50.85,bcd1a6a7018f6d4b
1334649666541,50.88,bcd1a6a7018f6d4b
1334649667708,51.12,bcd1a6a7018f6d4b
1334649668876,51.40,bcd1a6a7018f6d4b
1334649670044,51.67,bcd1a6a7018f6d4b
1334649671212,51.94,bcd1a6a7018f6d4b
1334649672379,52.22,bcd1a6a7018f6d4b
1334649673549,52.49,bcd1a6a7018f6d4b
1334649673549,52.53,bcd1a6a7018f6d4b
1334649674717,52.77,bcd1a6a7018f6d4b
1334649675901,53.03,bcd1a6a7018f6d4b
1334649677052,53.32,bcd1a6a7018f6d4b
1334649678222,53.59,bcd1a6a7018f6d4b
1334649679389,53.87,bcd1a6a7018f6d4b
1334649680557,54.14,bcd1a6a7018f6d4b
1334649680557,54.18,bcd1a6a7018f6d4b
1334649681725,54.42,bcd1a6a7018f6d4b
1334649682893,54.69,bcd1a6a7018f6d4b
1334649684061,54.96,bcd1a6a7018f6d4b
